,year,Tave MIR,Tave MPI,Tave NOR,Tmax,Tmax.1,Tmax.2,Tmin,Tmin.1,Tmin.2,city
415,2063-01-01,21.4064516129032,22.2483870967742,18.2290322580645,25.8096774193548,27.7870967741936,21.9870967741936,17.2451612903226,16.9064516129032,14.9870967741935,Namur
416,2064-01-01,20.5064516129032,18.0483870967742,22.2290322580645,24.7096774193548,21.6870967741936,27.1870967741936,16.3451612903226,15.0064516129032,17.3870967741935,Namur
417,2065-01-01,19.4064516129032,19.2483870967742,21.1290322580645,23.6096774193548,23.8870967741935,25.4870967741936,15.3451612903226,15.1064516129032,16.8870967741935,Namur
418,2066-01-01,20.7064516129032,19.9483870967742,21.2290322580645,25.0096774193548,24.3870967741935,25.8870967741935,16.7451612903226,15.7064516129032,16.7870967741935,Namur
419,2067-01-01,23.6064516129032,20.1483870967742,20.0290322580645,28.5096774193548,24.6870967741936,24.7870967741936,18.8451612903226,15.9064516129032,15.4870967741935,Namur
420,2068-01-01,20.6064516129032,19.1483870967742,21.9290322580645,25.4096774193548,23.5870967741935,26.4870967741936,16.1451612903226,15.1064516129032,17.4870967741936,Namur
421,2069-01-01,21.3064516129032,19.5483870967742,20.1290322580645,25.7096774193548,23.6870967741936,24.1870967741936,17.1451612903226,15.5064516129032,16.4870967741936,Namur
422,2070-01-01,21.5064516129032,20.5483870967742,21.5290322580645,25.6096774193548,25.1870967741936,25.8870967741935,17.5451612903226,16.4064516129032,17.2870967741935,Namur
423,2071-01-01,20.8064516129032,19.2483870967742,19.6290322580645,25.1096774193548,23.5870967741935,23.7870967741936,16.8451612903226,15.1064516129032,15.7870967741935,Namur
424,2072-01-01,20.9064516129032,20.1483870967742,19.9290322580645,24.9096774193548,24.4870967741936,24.3870967741935,17.3451612903226,16.1064516129032,15.5870967741935,Namur
425,2073-01-01,21.8064516129032,23.3483870967742,19.4290322580645,26.1096774193548,28.3870967741935,23.4870967741936,17.8451612903226,18.6064516129032,15.7870967741935,Namur
426,2074-01-01,19.9064516129032,22.3483870967742,19.8290322580645,23.8096774193548,26.9870967741936,24.4870967741936,16.5451612903226,17.9064516129032,15.3870967741935,Namur
427,2075-01-01,20.5064516129032,22.1483870967742,22.3290322580645,24.9096774193548,27.3870967741935,27.0870967741936,16.5451612903226,17.0064516129032,17.8870967741935,Namur
428,2076-01-01,20.3064516129032,19.9483870967742,20.6290322580645,24.7096774193548,24.1870967741936,24.7870967741936,16.1451612903226,16.0064516129032,16.7870967741935,Namur
429,2077-01-01,23.2064516129032,20.0483870967742,17.6290322580645,27.6096774193548,24.1870967741936,21.0870967741936,18.9451612903226,16.0064516129032,14.4870967741935,Namur
430,2078-01-01,21.1064516129032,19.2483870967742,19.1290322580645,25.6096774193548,23.2870967741936,23.0870967741936,16.8451612903226,15.7064516129032,15.5870967741935,Namur
431,2079-01-01,22.8064516129032,20.2483870967742,20.2290322580645,27.5096774193548,24.4870967741936,24.6870967741936,18.3451612903226,16.1064516129032,16.0870967741935,Namur
432,2080-01-01,22.8064516129032,21.0483870967742,21.0290322580645,27.4096774193548,25.7870967741936,25.3870967741935,18.3451612903226,16.5064516129032,16.8870967741935,Namur
433,2081-01-01,20.9064516129032,19.6483870967742,17.9290322580645,25.2096774193548,23.7870967741936,21.3870967741935,16.9451612903226,15.8064516129032,14.9870967741935,Namur
434,2082-01-01,19.9064516129032,20.4483870967742,21.6290322580645,23.8096774193548,25.1870967741936,26.3870967741935,16.4451612903226,16.0064516129032,16.7870967741935,Namur
435,2083-01-01,19.4064516129032,21.8483870967742,22.1290322580645,23.2096774193548,26.2870967741936,26.6870967741936,16.0451612903226,17.7064516129032,17.6870967741936,Namur
436,2084-01-01,21.2064516129032,19.1483870967742,21.5290322580645,25.8096774193548,22.8870967741935,25.8870967741935,16.7451612903226,15.8064516129032,17.4870967741936,Namur
437,2085-01-01,21.5064516129032,22.4483870967742,24.6290322580645,25.7096774193548,26.9870967741936,29.6870967741936,17.6451612903226,17.8064516129032,19.5870967741935,Namur
438,2086-01-01,22.1064516129032,21.0483870967742,21.2290322580645,26.7096774193548,25.3870967741935,25.6870967741936,17.5451612903226,17.0064516129032,16.9870967741936,Namur
439,2087-01-01,22.0064516129032,21.2483870967742,21.4290322580645,26.6096774193548,26.0870967741935,26.4870967741936,17.4451612903226,16.3064516129032,16.3870967741935,Namur
440,2088-01-01,21.7064516129032,20.6483870967742,18.6290322580645,26.6096774193548,25.1870967741936,22.3870967741935,16.9451612903226,16.5064516129032,15.1870967741935,Namur
441,2089-01-01,22.6064516129032,22.6483870967742,22.5290322580645,27.5096774193548,27.1870967741936,27.1870967741936,18.0451612903226,18.2064516129032,18.1870967741936,Namur
442,2090-01-01,23.4064516129032,19.0483870967742,22.0290322580645,27.7096774193548,22.9870967741936,27.2870967741936,19.4451612903226,15.4064516129032,16.7870967741935,Namur
443,2091-01-01,21.8064516129032,18.9483870967742,20.1290322580645,26.1096774193548,22.6870967741936,23.7870967741936,17.8451612903226,15.7064516129032,16.9870967741936,Namur
444,2092-01-01,21.6064516129032,19.7483870967742,20.4290322580645,26.1096774193548,23.9870967741936,24.3870967741935,17.4451612903226,15.8064516129032,16.5870967741935,Namur
445,2093-01-01,21.0064516129032,21.8483870967742,23.6290322580645,26.0096774193548,26.5870967741935,28.6870967741936,16.2451612903226,17.0064516129032,18.5870967741935,Namur
446,2094-01-01,22.0064516129032,23.0483870967742,21.0290322580645,26.4096774193548,28.1870967741936,25.2870967741936,17.8451612903226,17.9064516129032,16.9870967741936,Namur
447,2095-01-01,22.3064516129032,21.3483870967742,22.9290322580645,27.0096774193548,25.6870967741936,27.0870967741936,17.8451612903226,17.3064516129032,19.0870967741935,Namur
448,2096-01-01,22.2064516129032,20.6483870967742,21.8290322580645,26.7096774193548,25.0870967741935,26.8870967741935,17.8451612903226,16.6064516129032,16.9870967741936,Namur
449,2097-01-01,21.4064516129032,20.2483870967742,22.0290322580645,25.6096774193548,24.2870967741936,26.2870967741936,17.3451612903226,16.4064516129032,17.7870967741935,Namur
450,2098-01-01,22.3064516129032,22.2483870967742,21.4290322580645,26.4096774193548,26.5870967741935,25.5870967741936,18.5451612903226,18.1064516129032,17.3870967741935,Namur
451,2099-01-01,21.4064516129032,21.9483870967742,21.9290322580645,25.7096774193548,26.1870967741936,26.3870967741935,17.5451612903226,18.0064516129032,17.6870967741936,Namur
452,2100-01-01,21.7064516129032,22.3483870967742,22.7290322580645,25.7096774193548,27.3870967741935,27.1870967741936,18.0451612903226,17.1064516129032,18.6870967741936,Namur
453,1950-01-01,20.2,20.2,20.2,25.4,25.4,25.4,15.4,15.4,15.4,Mons
454,1951-01-01,18.7,18.7,18.7,23.4,23.4,23.4,14.3,14.3,14.3,Mons
455,1952-01-01,19.4,19.4,19.4,24.3,24.3,24.3,14.8,14.8,14.8,Mons
456,1953-01-01,18.2,18.2,18.2,22.9,22.9,22.9,14.3,14.3,14.3,Mons
457,1954-01-01,16.9,16.9,16.9,21.2,21.2,21.2,13.2,13.2,13.2,Mons
458,1955-01-01,19.0,19.0,19.0,23.6,23.6,23.6,14.7,14.7,14.7,Mons
459,1956-01-01,16.4,16.4,16.4,20.6,20.6,20.6,12.8,12.8,12.8,Mons
460,1957-01-01,18.9,18.9,18.9,23.4,23.4,23.4,14.6,14.6,14.6,Mons
461,1958-01-01,17.9,17.9,17.9,22.2,22.2,22.2,13.9,13.9,13.9,Mons
462,1959-01-01,19.6,19.6,19.6,25.1,25.1,25.1,14.4,14.4,14.4,Mons
463,1960-01-01,17.5,17.5,17.5,21.9,21.9,21.9,13.7,13.7,13.7,Mons
464,1961-01-01,17.7,17.7,17.7,22.3,22.3,22.3,13.5,13.5,13.5,Mons
465,1962-01-01,17.1,17.1,17.1,21.6,21.6,21.6,12.7,12.7,12.7,Mons
466,1963-01-01,17.6,17.6,17.6,21.9,21.9,21.9,13.9,13.9,13.9,Mons
467,1964-01-01,18.7,18.7,18.7,23.3,23.3,23.3,14.3,14.3,14.3,Mons
468,1965-01-01,16.8,16.8,16.8,21.0,21.0,21.0,13.2,13.2,13.2,Mons
469,1966-01-01,17.4,17.4,17.4,21.6,21.6,21.6,13.7,13.7,13.7,Mons
470,1967-01-01,18.6,18.6,18.6,23.1,23.1,23.1,14.5,14.5,14.5,Mons
471,1968-01-01,17.1,17.1,17.1,20.9,20.9,20.9,13.7,13.7,13.7,Mons
472,1969-01-01,18.2,18.2,18.2,22.4,22.4,22.4,14.5,14.5,14.5,Mons
473,1970-01-01,18.3,18.3,18.3,22.5,22.5,22.5,14.5,14.5,14.5,Mons
474,1971-01-01,18.1,18.1,18.1,22.3,22.3,22.3,14.3,14.3,14.3,Mons
475,1972-01-01,16.1,16.1,16.1,19.8,19.8,19.8,13.2,13.2,13.2,Mons
476,1973-01-01,19.1,19.1,19.1,23.7,23.7,23.7,14.8,14.8,14.8,Mons
477,1974-01-01,17.2,17.2,17.2,21.4,21.4,21.4,13.3,13.3,13.3,Mons
478,1975-01-01,19.0,19.0,19.0,23.5,23.5,23.5,14.9,14.9,14.9,Mons
479,1976-01-01,20.2,20.2,20.2,25.6,25.6,25.6,14.9,14.9,14.9,Mons
480,1977-01-01,16.3,16.3,16.3,20.0,20.0,20.0,13.1,13.1,13.1,Mons
481,1978-01-01,16.0,16.0,16.0,19.9,19.9,19.9,12.7,12.7,12.7,Mons
482,1979-01-01,17.1,17.1,17.1,21.3,21.3,21.3,13.4,13.4,13.4,Mons
483,1980-01-01,16.5,16.5,16.5,20.1,20.1,20.1,13.2,13.2,13.2,Mons
484,1981-01-01,16.6,16.6,16.6,20.1,20.1,20.1,13.5,13.5,13.5,Mons
485,1982-01-01,18.4,18.4,18.4,22.6,22.6,22.6,15.0,15.0,15.0,Mons
486,1983-01-01,19.9,19.9,19.9,24.7,24.7,24.7,15.7,15.7,15.7,Mons
487,1984-01-01,17.4,17.4,17.4,21.5,21.5,21.5,13.6,13.6,13.6,Mons
488,1985-01-01,17.5,17.5,17.5,21.7,21.7,21.7,13.7,13.7,13.7,Mons
489,1986-01-01,17.8,17.8,17.8,22.2,22.2,22.2,14.0,14.0,14.0,Mons
490,1987-01-01,16.5,16.5,16.5,19.9,19.9,19.9,13.5,13.5,13.5,Mons
491,1988-01-01,16.8,16.8,16.8,20.8,20.8,20.8,13.5,13.5,13.5,Mons
492,1989-01-01,18.8,18.8,18.8,23.5,23.5,23.5,14.5,14.5,14.5,Mons
493,1990-01-01,18.7,18.7,18.7,23.5,23.5,23.5,14.1,14.1,14.1,Mons
494,1991-01-01,18.1,18.1,18.1,22.4,22.4,22.4,14.3,14.3,14.3,Mons
495,1992-01-01,18.6,18.6,18.6,22.6,22.6,22.6,14.9,14.9,14.9,Mons
496,1993-01-01,17.6,17.6,17.6,22.0,22.0,22.0,13.7,13.7,13.7,Mons
497,1994-01-01,19.8,19.8,19.8,24.8,24.8,24.8,15.3,15.3,15.3,Mons
498,1995-01-01,19.5,19.5,19.5,24.1,24.1,24.1,15.4,15.4,15.4,Mons
499,1996-01-01,17.8,17.8,17.8,22.2,22.2,22.2,13.8,13.8,13.8,Mons
500,1997-01-01,19.0,19.0,19.0,23.1,23.1,23.1,15.4,15.4,15.4,Mons
501,1998-01-01,17.6,17.6,17.6,21.6,21.6,21.6,14.0,14.0,14.0,Mons
502,1999-01-01,19.0,19.0,19.0,23.7,23.7,23.7,14.8,14.8,14.8,Mons
503,2000-01-01,17.6,17.6,17.6,21.8,21.8,21.8,14.0,14.0,14.0,Mons
504,2001-01-01,18.8,18.8,18.8,23.2,23.2,23.2,14.9,14.9,14.9,Mons
505,2002-01-01,18.6,18.6,18.6,22.6,22.6,22.6,15.0,15.0,15.0,Mons
506,2003-01-01,21.2,21.2,21.2,26.1,26.1,26.1,16.6,16.6,16.6,Mons
507,2004-01-01,18.5,18.5,18.5,22.8,22.8,22.8,14.9,14.9,14.9,Mons
508,2005-01-01,18.6,18.6,18.6,22.9,22.9,22.9,14.6,14.6,14.6,Mons
509,2006-01-01,19.5,19.5,19.5,23.7,23.7,23.7,15.5,15.5,15.5,Mons
510,2007-01-01,17.9,17.9,17.9,21.9,21.9,21.9,14.5,14.5,14.5,Mons
511,2008-01-01,18.2,18.2,18.2,22.3,22.3,22.3,14.5,14.5,14.5,Mons
512,2009-01-01,19.3,19.3,19.3,24.1,24.1,24.1,15.0,15.0,15.0,Mons
513,2010-01-01,19.2,19.2,19.2,23.6,23.6,23.6,15.3,15.3,15.3,Mons
514,2011-01-01,17.5,17.5,17.5,21.7,21.7,21.7,13.7,13.7,13.7,Mons
515,2012-01-01,18.8,18.8,18.8,23.1,23.1,23.1,15.0,15.0,15.0,Mons
516,2013-01-01,19.4,19.4,19.4,23.9,23.9,23.9,15.4,15.4,15.4,Mons
517,2014-01-01,18.0,18.0,18.0,21.9,21.9,21.9,14.6,14.6,14.6,Mons
518,2015-01-01,19.7,19.7,19.7,24.5,24.5,24.5,15.2,15.2,15.2,Mons
519,2016-01-01,19.1,19.1,19.1,23.1,23.1,23.1,15.6,15.6,15.6,Mons
520,2017-01-01,20.3,20.3,20.3,25.1,25.1,25.1,15.8,15.8,15.8,Mons
521,2018-01-01,20.7,20.7,20.7,25.8,25.8,25.8,16.0,16.0,16.0,Mons
522,2019-01-01,20.9,20.9,20.9,25.9,25.9,25.9,16.1,16.1,16.1,Mons
523,2020-01-01,19.8,19.8,19.8,24.5,24.5,24.5,15.5,15.5,15.5,Mons
524,2021-01-01,18.5,18.5,18.5,22.2,22.2,22.2,15.3,15.3,15.3,Mons
525,2022-01-01,21.1,21.1,21.1,26.2,26.2,26.2,16.1,16.1,16.1,Mons
526,2023-01-01,20.0322580645161,19.1096774193548,19.2064516129032,24.4709677419355,23.6064516129032,23.5774193548387,15.8645161290323,15.1387096774194,15.3967741935484,Mons
527,2024-01-01,18.9322580645161,22.2096774193548,17.3064516129032,23.0709677419355,26.9064516129032,20.9774193548387,15.1645161290323,17.8387096774194,13.9967741935484,Mons
528,2025-01-01,18.0322580645161,20.4096774193548,19.3064516129032,22.0709677419355,25.2064516129032,23.7774193548387,14.0645161290323,16.1387096774194,15.1967741935484,Mons
529,2026-01-01,20.4322580645161,19.5096774193548,17.4064516129032,24.8709677419355,24.1064516129032,21.1774193548387,16.5645161290323,15.3387096774194,14.1967741935484,Mons
530,2027-01-01,18.2322580645161,17.9096774193548,19.6064516129032,22.5709677419355,22.1064516129032,23.8774193548387,14.5645161290323,14.1387096774194,15.5967741935484,Mons
531,2028-01-01,18.9322580645161,17.1096774193548,18.7064516129032,23.2709677419355,20.9064516129032,23.1774193548387,14.8645161290323,13.9387096774194,14.6967741935484,Mons
532,2029-01-01,20.0322580645161,19.0096774193548,18.9064516129032,24.5709677419355,23.8064516129032,22.7774193548387,15.9645161290323,14.6387096774194,15.4967741935484,Mons
533,2030-01-01,20.0322580645161,19.7096774193548,18.1064516129032,24.5709677419355,24.7064516129032,22.2774193548387,15.8645161290323,14.9387096774194,14.4967741935484,Mons
534,2031-01-01,19.2322580645161,20.4096774193548,19.2064516129032,23.9709677419355,25.1064516129032,23.2774193548387,14.9645161290323,16.0387096774194,15.3967741935484,Mons
535,2032-01-01,19.7322580645161,20.9096774193548,18.9064516129032,23.9709677419355,25.5064516129032,23.3774193548387,15.8645161290323,16.4387096774194,14.8967741935484,Mons
536,2033-01-01,19.5322580645161,18.2096774193548,20.5064516129032,23.9709677419355,22.2064516129032,24.9774193548387,15.4645161290323,14.8387096774194,16.3967741935484,Mons
537,2034-01-01,20.0322580645161,20.8096774193548,17.8064516129032,24.5709677419355,25.6064516129032,21.5774193548387,15.9645161290323,16.4387096774194,14.6967741935484,Mons
538,2035-01-01,20.3322580645161,18.2096774193548,19.4064516129032,24.9709677419355,22.2064516129032,23.7774193548387,16.1645161290323,14.7387096774194,15.0967741935484,Mons
539,2036-01-01,19.2322580645161,19.0096774193548,20.9064516129032,23.7709677419355,23.0064516129032,25.5774193548387,15.1645161290323,15.4387096774194,16.4967741935484,Mons
540,2037-01-01,19.8322580645161,18.8096774193548,19.3064516129032,23.7709677419355,23.0064516129032,23.3774193548387,16.0645161290323,15.1387096774194,15.4967741935484,Mons
541,2038-01-01,19.3322580645161,18.2096774193548,19.1064516129032,23.6709677419355,22.5064516129032,22.8774193548387,15.3645161290323,14.4387096774194,15.5967741935484,Mons
542,2039-01-01,19.9322580645161,18.5096774193548,19.4064516129032,24.4709677419355,22.7064516129032,23.6774193548387,15.9645161290323,14.9387096774194,15.4967741935484,Mons
543,2040-01-01,19.9322580645161,18.8096774193548,17.1064516129032,24.4709677419355,23.1064516129032,20.5774193548387,15.9645161290323,14.9387096774194,14.0967741935484,Mons
544,2041-01-01,20.7322580645161,20.6096774193548,18.2064516129032,25.5709677419355,25.9064516129032,22.3774193548387,16.3645161290323,15.4387096774194,14.5967741935484,Mons
545,2042-01-01,19.0322580645161,19.6096774193548,18.1064516129032,23.4709677419355,24.1064516129032,21.9774193548387,15.2645161290323,15.6387096774194,14.4967741935484,Mons
546,2043-01-01,20.3322580645161,19.6096774193548,21.7064516129032,24.5709677419355,24.3064516129032,26.2774193548387,16.6645161290323,15.4387096774194,17.5967741935484,Mons
547,2044-01-01,19.3322580645161,20.2096774193548,19.5064516129032,24.0709677419355,24.8064516129032,23.9774193548387,14.9645161290323,15.9387096774194,15.1967741935484,Mons
548,2045-01-01,19.9322580645161,19.1096774193548,19.5064516129032,23.8709677419355,23.9064516129032,23.8774193548387,16.3645161290323,14.7387096774194,15.5967741935484,Mons
549,2046-01-01,19.9322580645161,20.2096774193548,19.7064516129032,24.8709677419355,24.6064516129032,23.8774193548387,15.0645161290323,16.2387096774194,15.8967741935484,Mons
550,2047-01-01,20.9322580645161,19.4096774193548,19.2064516129032,25.6709677419355,23.8064516129032,22.8774193548387,16.7645161290323,15.3387096774194,16.1967741935484,Mons
551,2048-01-01,19.4322580645161,18.5096774193548,18.6064516129032,24.3709677419355,22.8064516129032,22.6774193548387,14.7645161290323,14.7387096774194,15.1967741935484,Mons
552,2049-01-01,20.3322580645161,20.3096774193548,19.7064516129032,25.1709677419355,25.4064516129032,23.7774193548387,15.9645161290323,15.5387096774194,15.9967741935484,Mons
553,2050-01-01,21.1322580645161,21.9096774193548,20.9064516129032,25.6709677419355,27.0064516129032,25.9774193548387,16.7645161290323,17.0387096774194,15.9967741935484,Mons
554,2051-01-01,19.9322580645161,19.8096774193548,19.4064516129032,24.1709677419355,24.2064516129032,23.6774193548387,15.9645161290323,15.9387096774194,15.5967741935484,Mons
555,2052-01-01,19.9322580645161,20.7096774193548,19.6064516129032,24.3709677419355,25.6064516129032,23.8774193548387,15.9645161290323,16.1387096774194,15.8967741935484,Mons
556,2053-01-01,21.2322580645161,21.1096774193548,18.0064516129032,25.6709677419355,25.6064516129032,21.3774193548387,17.3645161290323,17.1387096774194,14.9967741935484,Mons
557,2054-01-01,20.3322580645161,22.1096774193548,19.5064516129032,24.3709677419355,26.8064516129032,23.1774193548387,17.0645161290323,17.6387096774194,16.1967741935484,Mons
558,2055-01-01,19.2322580645161,19.7096774193548,21.7064516129032,23.2709677419355,24.0064516129032,26.4774193548387,15.7645161290323,15.7387096774194,17.2967741935484,Mons
559,2056-01-01,20.2322580645161,18.8096774193548,22.7064516129032,24.4709677419355,23.2064516129032,27.9774193548387,16.6645161290323,14.8387096774194,17.8967741935484,Mons
560,2057-01-01,21.2322580645161,19.4096774193548,20.6064516129032,25.4709677419355,24.0064516129032,24.8774193548387,17.4645161290323,15.2387096774194,16.7967741935484,Mons
561,2058-01-01,21.2322580645161,20.2096774193548,21.2064516129032,25.9709677419355,25.0064516129032,25.5774193548387,17.0645161290323,16.1387096774194,17.0967741935484,Mons
562,2059-01-01,19.1322580645161,21.8096774193548,20.1064516129032,23.7709677419355,26.5064516129032,24.6774193548387,15.0645161290323,17.5387096774194,16.0967741935484,Mons
563,2060-01-01,22.3322580645161,18.4096774193548,20.9064516129032,27.4709677419355,22.7064516129032,25.9774193548387,17.3645161290323,14.6387096774194,16.2967741935484,Mons
564,2061-01-01,20.6322580645161,20.7096774193548,20.8064516129032,25.1709677419355,25.3064516129032,25.1774193548387,16.4645161290323,16.0387096774194,16.8967741935484,Mons
565,2062-01-01,19.2322580645161,21.0096774193548,20.7064516129032,24.2709677419355,26.1064516129032,25.2774193548387,14.7645161290323,16.0387096774194,16.2967741935484,Mons
566,2063-01-01,21.3322580645161,22.4096774193548,18.6064516129032,26.1709677419355,28.0064516129032,22.4774193548387,16.8645161290323,17.0387096774194,15.1967741935484,Mons
567,2064-01-01,20.5322580645161,18.7096774193548,22.4064516129032,25.2709677419355,22.5064516129032,27.7774193548387,16.0645161290323,15.5387096774194,17.4967741935484,Mons
568,2065-01-01,19.7322580645161,19.7096774193548,21.3064516129032,24.2709677419355,24.7064516129032,25.9774193548387,15.6645161290323,15.3387096774194,16.8967741935484,Mons
569,2066-01-01,20.7322580645161,20.0096774193548,21.4064516129032,25.3709677419355,24.5064516129032,26.2774193548387,16.3645161290323,15.7387096774194,16.7967741935484,Mons
570,2067-01-01,23.5322580645161,20.3096774193548,20.1064516129032,28.7709677419355,25.2064516129032,24.9774193548387,18.5645161290323,15.7387096774194,15.5967741935484,Mons
571,2068-01-01,20.6322580645161,19.3096774193548,21.9064516129032,25.5709677419355,24.0064516129032,26.8774193548387,16.1645161290323,15.1387096774194,17.3967741935484,Mons
572,2069-01-01,21.5322580645161,19.8096774193548,20.3064516129032,26.1709677419355,24.1064516129032,24.2774193548387,17.0645161290323,15.9387096774194,16.7967741935484,Mons
573,2070-01-01,21.7322580645161,20.8096774193548,21.9064516129032,25.9709677419355,25.5064516129032,26.3774193548387,17.7645161290323,16.6387096774194,17.7967741935484,Mons
574,2071-01-01,21.1322580645161,19.5096774193548,19.8064516129032,25.4709677419355,24.1064516129032,24.2774193548387,17.1645161290323,15.3387096774194,15.9967741935484,Mons
575,2072-01-01,21.1322580645161,20.3096774193548,20.0064516129032,25.1709677419355,24.7064516129032,24.6774193548387,17.6645161290323,16.2387096774194,15.7967741935484,Mons
576,2073-01-01,21.9322580645161,23.8096774193548,19.8064516129032,26.7709677419355,28.9064516129032,23.9774193548387,17.7645161290323,18.8387096774194,15.9967741935484,Mons
577,2074-01-01,20.2322580645161,22.8096774193548,20.1064516129032,24.3709677419355,27.7064516129032,24.7774193548387,16.7645161290323,18.2387096774194,15.4967741935484,Mons
578,2075-01-01,20.6322580645161,22.3096774193548,22.5064516129032,25.2709677419355,27.7064516129032,27.4774193548387,16.5645161290323,17.1387096774194,17.7967741935484,Mons
579,2076-01-01,20.4322580645161,20.2096774193548,20.8064516129032,25.1709677419355,24.5064516129032,25.2774193548387,16.0645161290323,16.2387096774194,16.8967741935484,Mons
580,2077-01-01,23.2322580645161,20.4096774193548,17.9064516129032,28.0709677419355,25.0064516129032,21.6774193548387,18.9645161290323,16.2387096774194,14.6967741935484,Mons
581,2078-01-01,21.4322580645161,19.7096774193548,19.5064516129032,26.0709677419355,24.0064516129032,23.7774193548387,16.9645161290323,16.1387096774194,15.6967741935484,Mons
582,2079-01-01,23.0322580645161,20.4096774193548,20.4064516129032,27.6709677419355,24.9064516129032,25.0774193548387,18.8645161290323,16.2387096774194,16.2967741935484,Mons
583,2080-01-01,22.9322580645161,21.2096774193548,21.3064516129032,27.7709677419355,26.2064516129032,25.8774193548387,18.4645161290323,16.3387096774194,16.9967741935484,Mons
584,2081-01-01,21.2322580645161,19.7096774193548,18.2064516129032,25.5709677419355,24.0064516129032,21.7774193548387,17.1645161290323,16.0387096774194,15.0967741935484,Mons
585,2082-01-01,20.3322580645161,20.8096774193548,21.7064516129032,24.4709677419355,25.8064516129032,26.7774193548387,16.7645161290323,16.2387096774194,16.6967741935484,Mons
586,2083-01-01,19.7322580645161,22.1096774193548,22.3064516129032,23.7709677419355,26.8064516129032,27.0774193548387,16.4645161290323,17.8387096774194,17.6967741935484,Mons
587,2084-01-01,21.5322580645161,19.4096774193548,21.7064516129032,26.4709677419355,23.4064516129032,26.2774193548387,16.8645161290323,16.0387096774194,17.6967741935484,Mons
588,2085-01-01,21.6322580645161,22.6096774193548,24.8064516129032,26.1709677419355,27.5064516129032,29.8774193548387,17.5645161290323,17.8387096774194,19.8967741935484,Mons
589,2086-01-01,22.1322580645161,21.2096774193548,21.3064516129032,26.9709677419355,25.7064516129032,26.0774193548387,17.4645161290323,17.0387096774194,17.1967741935484,Mons
590,2087-01-01,22.0322580645161,21.4096774193548,21.4064516129032,26.9709677419355,26.4064516129032,26.6774193548387,17.3645161290323,16.5387096774194,16.2967741935484,Mons
591,2088-01-01,21.8322580645161,20.6096774193548,18.7064516129032,27.1709677419355,25.3064516129032,22.9774193548387,16.9645161290323,16.4387096774194,14.9967741935484,Mons
592,2089-01-01,22.6322580645161,22.9096774193548,22.4064516129032,27.5709677419355,27.7064516129032,27.2774193548387,18.0645161290323,18.3387096774194,17.9967741935484,Mons
593,2090-01-01,23.4322580645161,19.5096774193548,22.2064516129032,27.8709677419355,23.6064516129032,27.5774193548387,19.4645161290323,15.7387096774194,16.8967741935484,Mons
594,2091-01-01,22.0322580645161,19.5096774193548,20.1064516129032,26.6709677419355,23.4064516129032,24.0774193548387,17.9645161290323,16.2387096774194,16.8967741935484,Mons
595,2092-01-01,21.7322580645161,20.2096774193548,20.7064516129032,26.5709677419355,24.7064516129032,24.8774193548387,17.4645161290323,16.2387096774194,16.9967741935484,Mons
596,2093-01-01,21.3322580645161,21.9096774193548,23.8064516129032,26.5709677419355,27.0064516129032,29.2774193548387,16.3645161290323,16.9387096774194,18.5967741935484,Mons
597,2094-01-01,21.8322580645161,22.9096774193548,21.3064516129032,26.6709677419355,28.3064516129032,25.6774193548387,17.3645161290323,17.7387096774194,17.3967741935484,Mons
598,2095-01-01,22.3322580645161,21.7096774193548,23.1064516129032,27.3709677419355,26.3064516129032,27.6774193548387,17.6645161290323,17.4387096774194,19.2967741935484,Mons
599,2096-01-01,22.4322580645161,20.9096774193548,21.9064516129032,27.1709677419355,25.5064516129032,27.0774193548387,17.8645161290323,16.7387096774194,16.9967741935484,Mons
600,2097-01-01,21.5322580645161,20.5096774193548,22.0064516129032,26.1709677419355,24.9064516129032,26.5774193548387,17.2645161290323,16.5387096774194,17.7967741935484,Mons
601,2098-01-01,22.3322580645161,22.4096774193548,21.5064516129032,26.6709677419355,27.1064516129032,25.6774193548387,18.3645161290323,18.1387096774194,17.6967741935484,Mons
602,2099-01-01,21.5322580645161,22.2096774193548,22.1064516129032,26.0709677419355,26.7064516129032,26.6774193548387,17.5645161290323,18.1387096774194,17.6967741935484,Mons
603,2100-01-01,21.7322580645161,22.4096774193548,22.7064516129032,25.9709677419355,27.7064516129032,27.5774193548387,18.0645161290323,17.2387096774194,18.4967741935484,Mons
604,1950-01-01,20.1,20.1,20.1,25.3,25.3,25.3,15.1,15.1,15.1,Tournais
605,1951-01-01,18.6,18.6,18.6,23.4,23.4,23.4,14.3,14.3,14.3,Tournais
606,1952-01-01,19.2,19.2,19.2,24.3,24.3,24.3,14.5,14.5,14.5,Tournais
607,1953-01-01,18.1,18.1,18.1,23.1,23.1,23.1,14.0,14.0,14.0,Tournais
608,1954-01-01,16.9,16.9,16.9,21.4,21.4,21.4,13.1,13.1,13.1,Tournais
609,1955-01-01,18.8,18.8,18.8,23.9,23.9,23.9,14.4,14.4,14.4,Tournais
610,1956-01-01,16.6,16.6,16.6,20.9,20.9,20.9,12.9,12.9,12.9,Tournais
611,1957-01-01,18.9,18.9,18.9,23.6,23.6,23.6,14.5,14.5,14.5,Tournais
612,1958-01-01,18.0,18.0,18.0,22.5,22.5,22.5,13.9,13.9,13.9,Tournais
